,code1,code2,code3,code4
8524,G,,,
8525,N,O,P,V
8526,C,D,G,
8527,U,Q,R,T
8528,U,Q,R,T
8529,V,,,
8530,S,R,T,
8531,D,G,,
8532,G,,,
8533,X,,,
8534,P,V,,
8535,F,D,G,
8536,T,,,
8537,U,Q,R,T
8538,I,J,X,
8539,M,O,P,V
8540,U,Q,R,T
8541,M,O,P,V
8542,M,O,P,V
8543,W,S,R,T
8544,U,Q,R,T
8545,C,D,G,
8546,L,O,P,V
8547,O,P,V,
8548,R,T,,
8549,X,,,
8550,J,X,,
8551,A,C,D,G
8552,U,Q,R,T
8553,T,,,
8554,V,,,
8555,F,D,G,
8556,X,,,
8557,T,,,
8558,V,,,
8559,S,R,T,
8560,S,R,T,
8561,X,,,
8562,M,O,P,V
8563,J,X,,
8564,G,,,
8565,R,T,,
8566,W,S,R,T
8567,T,,,
8568,N,O,P,V
8569,U,Q,R,T
8570,L,O,P,V
8571,S,R,T,
8572,F,D,G,
8573,F,D,G,
8574,T,,,
8575,Q,R,T,
8576,U,Q,R,T
8577,C,D,G,
8578,R,T,,
8579,E,F,D,G
8580,H,I,J,X
8581,E,F,D,G
8582,W,S,R,T
8583,A,C,D,G
8584,I,J,X,
8585,H,I,J,X
8586,X,,,
8587,D,G,,
8588,E,F,D,G
8589,P,V,,
8590,L,O,P,V
8591,E,F,D,G
8592,Q,R,T,
8593,V,,,
8594,K,J,X,
8595,V,,,
8596,L,O,P,V
8597,K,J,X,
8598,O,P,V,
8599,W,S,R,T
8600,E,F,D,G
8601,D,G,,
8602,Q,R,T,
8603,C,D,G,
8604,O,P,V,
8605,F,D,G,
8606,A,C,D,G
8607,E,F,D,G
8608,T,,,
8609,V,,,
8610,Q,R,T,
8611,N,O,P,V
8612,K,J,X,
8613,L,O,P,V
8614,K,J,X,
8615,M,O,P,V
8616,M,O,P,V
8617,O,P,V,
8618,E,F,D,G
8619,R,T,,
8620,K,J,X,
8621,J,X,,
8622,R,T,,
8623,M,O,P,V
8624,H,I,J,X
8625,B,C,D,G
8626,L,O,P,V
8627,G,,,
8628,B,C,D,G
8629,F,D,G,
8630,N,O,P,V
8631,I,J,X,
8632,E,F,D,G
8633,N,O,P,V
8634,X,,,
8635,N,O,P,V
8636,U,Q,R,T
8637,A,C,D,G
8638,R,T,,
8639,W,S,R,T
8640,K,J,X,
8641,J,X,,
8642,E,F,D,G
8643,X,,,
8644,L,O,P,V
8645,P,V,,
8646,U,Q,R,T
8647,E,F,D,G
8648,D,G,,
8649,L,O,P,V
8650,L,O,P,V
8651,B,C,D,G
8652,R,T,,
8653,N,O,P,V
8654,M,O,P,V
8655,O,P,V,
8656,R,T,,
8657,E,F,D,G
8658,H,I,J,X
8659,W,S,R,T
8660,W,S,R,T
8661,G,,,
8662,D,G,,
8663,L,O,P,V
8664,G,,,
8665,R,T,,
8666,U,Q,R,T
8667,V,,,
8668,Q,R,T,
8669,S,R,T,
8670,J,X,,
8671,H,I,J,X
8672,I,J,X,
8673,S,R,T,
8674,D,G,,
8675,W,S,R,T
8676,M,O,P,V
8677,X,,,
8678,S,R,T,
8679,H,I,J,X
8680,G,,,
8681,X,,,
8682,W,S,R,T
8683,J,X,,
8684,O,P,V,
8685,T,,,
8686,B,C,D,G
8687,X,,,
8688,I,J,X,
8689,Q,R,T,
8690,J,X,,
8691,F,D,G,
8692,W,S,R,T
8693,U,Q,R,T
8694,L,O,P,V
8695,J,X,,
8696,J,X,,
8697,R,T,,
8698,H,I,J,X
8699,J,X,,
8700,T,,,
8701,S,R,T,
8702,N,O,P,V
8703,S,R,T,
8704,G,,,
8705,J,X,,
8706,O,P,V,
8707,C,D,G,
8708,D,G,,
8709,U,Q,R,T
8710,N,O,P,V
8711,J,X,,
8712,V,,,
8713,H,I,J,X
8714,U,Q,R,T
8715,U,Q,R,T
8716,S,R,T,
8717,E,F,D,G
8718,N,O,P,V
8719,G,,,
8720,H,I,J,X
8721,R,T,,
8722,F,D,G,
8723,G,,,
8724,K,J,X,
8725,I,J,X,
8726,V,,,
8727,S,R,T,
8728,L,O,P,V
8729,X,,,
8730,I,J,X,
8731,C,D,G,
8732,K,J,X,
8733,F,D,G,
8734,G,,,
8735,R,T,,
8736,J,X,,
8737,J,X,,
8738,F,D,G,
8739,H,I,J,X
8740,W,S,R,T
8741,P,V,,
8742,U,Q,R,T
8743,W,S,R,T
8744,W,S,R,T
8745,B,C,D,G
8746,S,R,T,
8747,J,X,,
8748,J,X,,
8749,F,D,G,
8750,T,,,
8751,F,D,G,
8752,Q,R,T,
8753,F,D,G,
8754,X,,,
8755,T,,,
8756,R,T,,
8757,T,,,
8758,X,,,
8759,C,D,G,
8760,A,C,D,G
8761,W,S,R,T
8762,K,J,X,
8763,H,I,J,X
8764,H,I,J,X
8765,X,,,
8766,X,,,
8767,S,R,T,
8768,U,Q,R,T
8769,R,T,,
8770,I,J,X,
8771,S,R,T,
8772,D,G,,
8773,U,Q,R,T
8774,U,Q,R,T
8775,K,J,X,
8776,O,P,V,
8777,T,,,
8778,N,O,P,V
8779,R,T,,
8780,N,O,P,V
8781,B,C,D,G
8782,H,I,J,X
8783,U,Q,R,T
8784,B,C,D,G
8785,D,G,,
8786,J,X,,
8787,D,G,,
8788,R,T,,
8789,V,,,
8790,D,G,,
8791,F,D,G,
8792,G,,,
8793,C,D,G,
8794,R,T,,
8795,D,G,,
8796,L,O,P,V
8797,E,F,D,G
8798,H,I,J,X
8799,G,,,
8800,E,F,D,G
8801,D,G,,
8802,F,D,G,
8803,V,,,
8804,T,,,
8805,A,C,D,G
8806,G,,,
8807,B,C,D,G
8808,E,F,D,G
8809,V,,,
8810,E,F,D,G
8811,N,O,P,V
8812,H,I,J,X
8813,L,O,P,V
8814,X,,,
8815,C,D,G,
8816,D,G,,
8817,X,,,
8818,J,X,,
8819,E,F,D,G
8820,U,Q,R,T
8821,V,,,
8822,R,T,,
8823,H,I,J,X
8824,Q,R,T,
8825,S,R,T,
8826,B,C,D,G
8827,F,D,G,
8828,G,,,
8829,C,D,G,
8830,I,J,X,
8831,W,S,R,T
8832,D,G,,
8833,E,F,D,G
8834,E,F,D,G
8835,N,O,P,V
8836,A,C,D,G
8837,N,O,P,V
8838,A,C,D,G
8839,K,J,X,
8840,H,I,J,X
8841,V,,,
8842,L,O,P,V
8843,U,Q,R,T
8844,C,D,G,
8845,R,T,,
8846,R,T,,
8847,T,,,
8848,N,O,P,V
8849,X,,,
8850,E,F,D,G
8851,E,F,D,G
8852,J,X,,
8853,F,D,G,
8854,S,R,T,
8855,P,V,,
8856,U,Q,R,T
8857,T,,,
8858,I,J,X,
8859,Q,R,T,
8860,B,C,D,G
8861,J,X,,
8862,I,J,X,
8863,X,,,
8864,S,R,T,
8865,C,D,G,
8866,Q,R,T,
8867,G,,,
8868,E,F,D,G
8869,Q,R,T,
8870,E,F,D,G
8871,K,J,X,
8872,G,,,
8873,V,,,
8874,D,G,,
8875,K,J,X,
8876,C,D,G,
8877,D,G,,
8878,H,I,J,X
8879,L,O,P,V
8880,F,D,G,
8881,B,C,D,G
8882,C,D,G,
8883,S,R,T,
8884,B,C,D,G
8885,T,,,
8886,F,D,G,
8887,Q,R,T,
8888,O,P,V,
8889,R,T,,
8890,W,S,R,T
8891,M,O,P,V
8892,D,G,,
8893,L,O,P,V
8894,F,D,G,
8895,P,V,,
8896,P,V,,
8897,U,Q,R,T
8898,V,,,
8899,X,,,
8900,Q,R,T,
8901,S,R,T,
8902,N,O,P,V
8903,X,,,
8904,J,X,,
8905,V,,,
8906,H,I,J,X
8907,K,J,X,
8908,D,G,,
8909,I,J,X,
8910,E,F,D,G
8911,F,D,G,
8912,A,C,D,G
8913,L,O,P,V
8914,P,V,,
8915,F,D,G,
8916,D,G,,
8917,E,F,D,G
8918,W,S,R,T
8919,J,X,,
8920,F,D,G,
8921,U,Q,R,T
8922,V,,,
8923,C,D,G,
8924,G,,,
8925,X,,,
8926,V,,,
8927,U,Q,R,T
8928,V,,,
8929,B,C,D,G
8930,C,D,G,
8931,C,D,G,
8932,L,O,P,V
8933,A,C,D,G
8934,H,I,J,X
8935,L,O,P,V
8936,U,Q,R,T
8937,F,D,G,
8938,L,O,P,V
8939,B,C,D,G
8940,V,,,
8941,E,F,D,G
8942,F,D,G,
8943,E,F,D,G
8944,X,,,
8945,X,,,
8946,K,J,X,
8947,W,S,R,T
8948,U,Q,R,T
8949,O,P,V,
8950,H,I,J,X
8951,A,C,D,G
8952,B,C,D,G
8953,T,,,
8954,O,P,V,
8955,R,T,,
8956,O,P,V,
8957,T,,,
8958,B,C,D,G
8959,N,O,P,V
8960,L,O,P,V
8961,H,I,J,X
8962,N,O,P,V
8963,E,F,D,G
8964,Q,R,T,
8965,X,,,
8966,T,,,
8967,F,D,G,
8968,H,I,J,X
8969,V,,,
8970,T,,,
8971,Q,R,T,
8972,N,O,P,V
8973,N,O,P,V
8974,P,V,,
8975,K,J,X,
8976,R,T,,
8977,M,O,P,V
8978,X,,,
8979,W,S,R,T
8980,B,C,D,G
8981,B,C,D,G
8982,J,X,,
8983,R,T,,
8984,M,O,P,V
8985,O,P,V,
8986,P,V,,
8987,M,O,P,V
8988,F,D,G,
8989,B,C,D,G
8990,H,I,J,X
8991,M,O,P,V
8992,N,O,P,V
8993,G,,,
8994,E,F,D,G
8995,T,,,
8996,G,,,
8997,K,J,X,
8998,U,Q,R,T
8999,H,I,J,X
9000,G,,,
9001,K,J,X,
9002,P,V,,
9003,V,,,
9004,R,T,,
9005,X,,,
9006,S,R,T,
9007,L,O,P,V
9008,W,S,R,T
9009,O,P,V,
9010,K,J,X,
9011,U,Q,R,T
9012,G,,,
9013,H,I,J,X
9014,C,D,G,
9015,K,J,X,
9016,P,V,,
9017,R,T,,
9018,O,P,V,
9019,B,C,D,G
9020,O,P,V,
9021,N,O,P,V
9022,X,,,
9023,F,D,G,
9024,R,T,,
9025,C,D,G,
9026,O,P,V,
9027,C,D,G,
9028,P,V,,
9029,U,Q,R,T
9030,M,O,P,V
9031,H,I,J,X
9032,I,J,X,
9033,U,Q,R,T
9034,X,,,
9035,F,D,G,
9036,X,,,
9037,J,X,,
9038,X,,,
9039,A,C,D,G
9040,L,O,P,V
9041,X,,,
9042,Q,R,T,
9043,Q,R,T,
9044,B,C,D,G
9045,G,,,
9046,N,O,P,V
9047,O,P,V,
9048,E,F,D,G
9049,B,C,D,G
9050,G,,,
9051,U,Q,R,T
9052,Q,R,T,
9053,C,D,G,
9054,Q,R,T,
9055,U,Q,R,T
9056,A,C,D,G
9057,X,,,
9058,S,R,T,
9059,C,D,G,
9060,F,D,G,
9061,P,V,,
9062,B,C,D,G
9063,K,J,X,
9064,F,D,G,
9065,E,F,D,G
9066,X,,,
9067,N,O,P,V
9068,T,,,
9069,S,R,T,
9070,O,P,V,
9071,M,O,P,V
9072,P,V,,
9073,R,T,,
9074,O,P,V,
9075,J,X,,
9076,W,S,R,T
9077,J,X,,
9078,B,C,D,G
9079,W,S,R,T
9080,N,O,P,V
9081,Q,R,T,
9082,M,O,P,V
9083,T,,,
9084,P,V,,
9085,X,,,
9086,S,R,T,
9087,D,G,,
9088,R,T,,
9089,Q,R,T,
9090,A,C,D,G
9091,C,D,G,
9092,U,Q,R,T
9093,I,J,X,
9094,E,F,D,G
9095,T,,,
9096,U,Q,R,T
9097,Q,R,T,
9098,V,,,
9099,A,C,D,G
9100,L,O,P,V
9101,J,X,,
9102,L,O,P,V
9103,L,O,P,V
9104,L,O,P,V
9105,C,D,G,
9106,K,J,X,
9107,R,T,,
9108,O,P,V,
9109,L,O,P,V
9110,T,,,
9111,C,D,G,
9112,S,R,T,
9113,P,V,,
9114,Q,R,T,
9115,N,O,P,V
9116,W,S,R,T
9117,N,O,P,V
9118,J,X,,
9119,R,T,,
9120,J,X,,
9121,K,J,X,
9122,J,X,,
9123,R,T,,
9124,F,D,G,
9125,B,C,D,G
9126,K,J,X,
9127,C,D,G,
9128,F,D,G,
9129,F,D,G,
9130,M,O,P,V
9131,G,,,
9132,I,J,X,
9133,W,S,R,T
9134,P,V,,
9135,H,I,J,X
9136,M,O,P,V
9137,I,J,X,
9138,V,,,
9139,S,R,T,
9140,S,R,T,
9141,H,I,J,X
9142,A,C,D,G
9143,X,,,
9144,Q,R,T,
9145,I,J,X,
9146,B,C,D,G
9147,O,P,V,
9148,J,X,,
9149,T,,,
9150,D,G,,
9151,A,C,D,G
9152,V,,,
9153,U,Q,R,T
9154,X,,,
9155,S,R,T,
9156,C,D,G,
9157,S,R,T,
9158,H,I,J,X
9159,S,R,T,
9160,E,F,D,G
9161,G,,,
9162,O,P,V,
9163,H,I,J,X
9164,C,D,G,
9165,X,,,
9166,A,C,D,G
9167,S,R,T,
9168,G,,,
9169,I,J,X,
9170,O,P,V,
9171,D,G,,
9172,X,,,
9173,D,G,,
9174,D,G,,
9175,S,R,T,
9176,H,I,J,X
9177,H,I,J,X
9178,B,C,D,G
9179,M,O,P,V
9180,L,O,P,V
9181,L,O,P,V
9182,S,R,T,
9183,F,D,G,
9184,L,O,P,V
9185,D,G,,
9186,W,S,R,T
9187,A,C,D,G
9188,X,,,
9189,L,O,P,V
9190,B,C,D,G
9191,V,,,
9192,N,O,P,V
9193,Q,R,T,
9194,P,V,,
9195,W,S,R,T
9196,U,Q,R,T
9197,F,D,G,
9198,H,I,J,X
9199,H,I,J,X
9200,W,S,R,T
9201,W,S,R,T
9202,D,G,,
9203,W,S,R,T
9204,B,C,D,G
9205,D,G,,
9206,N,O,P,V
9207,U,Q,R,T
9208,W,S,R,T
9209,J,X,,
9210,B,C,D,G
9211,B,C,D,G
9212,F,D,G,
9213,S,R,T,
9214,E,F,D,G
9215,H,I,J,X
9216,C,D,G,
9217,M,O,P,V
9218,D,G,,
9219,A,C,D,G
9220,O,P,V,
9221,A,C,D,G
9222,E,F,D,G
9223,N,O,P,V
9224,J,X,,
9225,M,O,P,V
9226,F,D,G,
9227,H,I,J,X
9228,B,C,D,G
9229,W,S,R,T
9230,G,,,
9231,V,,,
9232,T,,,
9233,X,,,
9234,M,O,P,V
9235,O,P,V,
9236,E,F,D,G
9237,X,,,
9238,F,D,G,
9239,S,R,T,
9240,M,O,P,V
9241,R,T,,
9242,U,Q,R,T
9243,L,O,P,V
9244,V,,,
9245,V,,,
9246,S,R,T,
9247,B,C,D,G
9248,E,F,D,G
9249,X,,,
9250,E,F,D,G
9251,G,,,
9252,J,X,,
9253,N,O,P,V
9254,A,C,D,G
9255,Q,R,T,
9256,J,X,,
9257,V,,,
9258,F,D,G,
9259,E,F,D,G
9260,K,J,X,
9261,E,F,D,G
9262,A,C,D,G
9263,T,,,
9264,T,,,
9265,L,O,P,V
9266,P,V,,
9267,J,X,,
9268,S,R,T,
9269,J,X,,
9270,R,T,,
9271,O,P,V,
9272,M,O,P,V
9273,F,D,G,
9274,L,O,P,V
9275,U,Q,R,T
9276,G,,,
9277,F,D,G,
9278,I,J,X,
9279,H,I,J,X
9280,M,O,P,V
9281,V,,,
9282,E,F,D,G
9283,B,C,D,G
9284,P,V,,
9285,Q,R,T,
9286,E,F,D,G
9287,A,C,D,G
9288,V,,,
9289,P,V,,
9290,J,X,,
9291,X,,,
9292,C,D,G,
9293,B,C,D,G
9294,W,S,R,T
9295,J,X,,
9296,C,D,G,
9297,P,V,,
9298,E,F,D,G
9299,F,D,G,
9300,P,V,,
9301,I,J,X,
9302,T,,,
9303,L,O,P,V
9304,F,D,G,
9305,I,J,X,
9306,I,J,X,
9307,A,C,D,G
9308,Q,R,T,
9309,K,J,X,
9310,U,Q,R,T
9311,K,J,X,
9312,C,D,G,
9313,E,F,D,G
9314,C,D,G,
9315,M,O,P,V
9316,B,C,D,G
9317,O,P,V,
9318,C,D,G,
9319,X,,,
9320,H,I,J,X
9321,N,O,P,V
9322,R,T,,
9323,Q,R,T,
9324,X,,,
9325,B,C,D,G
9326,U,Q,R,T
9327,F,D,G,
9328,S,R,T,
9329,Q,R,T,
9330,K,J,X,
9331,C,D,G,
9332,W,S,R,T
9333,D,G,,
9334,M,O,P,V
9335,N,O,P,V
9336,A,C,D,G
9337,H,I,J,X
9338,K,J,X,
9339,S,R,T,
9340,X,,,
9341,D,G,,
9342,U,Q,R,T
9343,Q,R,T,
9344,S,R,T,
9345,K,J,X,
9346,F,D,G,
9347,Q,R,T,
9348,K,J,X,
9349,V,,,
9350,S,R,T,
9351,T,,,
9352,B,C,D,G
9353,N,O,P,V
9354,U,Q,R,T
9355,K,J,X,
9356,P,V,,
9357,E,F,D,G
9358,Q,R,T,
9359,H,I,J,X
9360,W,S,R,T
9361,G,,,
9362,C,D,G,
9363,E,F,D,G
9364,F,D,G,
9365,L,O,P,V
9366,U,Q,R,T
9367,H,I,J,X
9368,O,P,V,
9369,Q,R,T,
9370,F,D,G,
9371,A,C,D,G
9372,T,,,
9373,G,,,
9374,S,R,T,
9375,T,,,
9376,X,,,
9377,P,V,,
9378,W,S,R,T
9379,T,,,
9380,P,V,,
9381,S,R,T,
9382,J,X,,
9383,M,O,P,V
9384,P,V,,
9385,K,J,X,
9386,F,D,G,
9387,K,J,X,
9388,V,,,
9389,G,,,
9390,N,O,P,V
9391,V,,,
9392,S,R,T,
9393,G,,,
9394,J,X,,
9395,O,P,V,
9396,P,V,,
9397,C,D,G,
9398,U,Q,R,T
9399,C,D,G,
9400,B,C,D,G
9401,K,J,X,
9402,H,I,J,X
9403,K,J,X,
9404,O,P,V,
9405,O,P,V,
9406,P,V,,
9407,R,T,,
9408,S,R,T,
9409,S,R,T,
9410,V,,,
9411,H,I,J,X
9412,E,F,D,G
9413,F,D,G,
9414,L,O,P,V
9415,Q,R,T,
9416,A,C,D,G
9417,Q,R,T,
9418,W,S,R,T
9419,A,C,D,G
9420,I,J,X,
9421,T,,,
9422,R,T,,
9423,T,,,
9424,R,T,,
9425,C,D,G,
9426,S,R,T,
9427,I,J,X,
9428,R,T,,
9429,I,J,X,
9430,V,,,
9431,A,C,D,G
9432,O,P,V,
9433,A,C,D,G
9434,D,G,,
9435,R,T,,
9436,E,F,D,G
9437,K,J,X,
9438,N,O,P,V
9439,O,P,V,
9440,S,R,T,
9441,Q,R,T,
9442,T,,,
9443,C,D,G,
9444,J,X,,
9445,G,,,
9446,T,,,
9447,G,,,
9448,B,C,D,G
9449,D,G,,
9450,P,V,,
9451,C,D,G,
9452,T,,,
9453,D,G,,
9454,F,D,G,
9455,S,R,T,
9456,X,,,
9457,M,O,P,V
9458,D,G,,
9459,V,,,
9460,J,X,,
9461,W,S,R,T
9462,O,P,V,
9463,B,C,D,G
9464,G,,,
9465,O,P,V,
9466,T,,,
9467,U,Q,R,T
9468,N,O,P,V
9469,O,P,V,
9470,B,C,D,G
9471,G,,,
9472,F,D,G,
9473,Q,R,T,
9474,Q,R,T,
9475,I,J,X,
9476,Q,R,T,
9477,G,,,
9478,V,,,
9479,E,F,D,G
9480,Q,R,T,
9481,E,F,D,G
9482,D,G,,
9483,F,D,G,
9484,B,C,D,G
9485,A,C,D,G
9486,L,O,P,V
9487,G,,,
9488,F,D,G,
9489,C,D,G,
9490,M,O,P,V
9491,H,I,J,X
9492,R,T,,
9493,S,R,T,
9494,O,P,V,
9495,L,O,P,V
9496,Q,R,T,
9497,H,I,J,X
9498,S,R,T,
9499,Q,R,T,
9500,O,P,V,
9501,N,O,P,V
9502,W,S,R,T
9503,W,S,R,T
9504,T,,,
9505,T,,,
9506,S,R,T,
9507,I,J,X,
9508,M,O,P,V
9509,J,X,,
9510,H,I,J,X
9511,U,Q,R,T
9512,D,G,,
9513,N,O,P,V
9514,W,S,R,T
9515,S,R,T,
9516,U,Q,R,T
9517,F,D,G,
9518,D,G,,
9519,L,O,P,V
9520,N,O,P,V
9521,A,C,D,G
9522,K,J,X,
9523,V,,,
9524,J,X,,
9525,S,R,T,
9526,F,D,G,
9527,Q,R,T,
9528,P,V,,
9529,M,O,P,V
9530,R,T,,
9531,P,V,,
9532,Q,R,T,
9533,D,G,,
9534,W,S,R,T
9535,F,D,G,
9536,V,,,
9537,O,P,V,
9538,S,R,T,
9539,J,X,,
9540,M,O,P,V
9541,N,O,P,V
9542,V,,,
9543,Q,R,T,
9544,J,X,,
9545,U,Q,R,T
9546,N,O,P,V
9547,M,O,P,V
9548,A,C,D,G
9549,T,,,
9550,Q,R,T,
9551,S,R,T,
9552,C,D,G,
9553,C,D,G,
9554,J,X,,
9555,T,,,
9556,W,S,R,T
9557,D,G,,
9558,B,C,D,G
9559,T,,,
9560,O,P,V,
9561,S,R,T,
9562,G,,,
9563,V,,,
9564,D,G,,
9565,W,S,R,T
9566,H,I,J,X
9567,L,O,P,V
9568,N,O,P,V
9569,Q,R,T,
9570,L,O,P,V
9571,V,,,
9572,T,,,
9573,R,T,,
9574,F,D,G,
9575,D,G,,
9576,W,S,R,T
9577,V,,,
9578,U,Q,R,T
9579,F,D,G,
9580,V,,,
9581,L,O,P,V
9582,R,T,,
9583,H,I,J,X
9584,E,F,D,G
9585,F,D,G,
9586,H,I,J,X
9587,W,S,R,T
9588,R,T,,
9589,I,J,X,
9590,U,Q,R,T
9591,B,C,D,G
9592,C,D,G,
9593,W,S,R,T
9594,C,D,G,
9595,G,,,
9596,U,Q,R,T
9597,N,O,P,V
9598,F,D,G,
9599,F,D,G,
9600,T,,,
9601,A,C,D,G
9602,D,G,,
9603,G,,,
9604,K,J,X,
9605,K,J,X,
9606,B,C,D,G
9607,F,D,G,
9608,I,J,X,
9609,I,J,X,
9610,C,D,G,
9611,X,,,
9612,D,G,,
9613,Q,R,T,
9614,U,Q,R,T
9615,A,C,D,G
9616,K,J,X,
9617,O,P,V,
9618,D,G,,
9619,T,,,
9620,F,D,G,
9621,M,O,P,V
9622,M,O,P,V
9623,E,F,D,G
9624,X,,,
9625,I,J,X,
9626,V,,,
9627,O,P,V,
9628,I,J,X,
9629,C,D,G,
9630,T,,,
9631,A,C,D,G
9632,B,C,D,G
9633,A,C,D,G
9634,E,F,D,G
9635,C,D,G,
9636,P,V,,
9637,J,X,,
9638,E,F,D,G
9639,E,F,D,G
9640,R,T,,
9641,W,S,R,T
9642,A,C,D,G
9643,E,F,D,G
9644,A,C,D,G
9645,M,O,P,V
9646,I,J,X,
9647,J,X,,
9648,S,R,T,
9649,W,S,R,T
9650,G,,,
9651,I,J,X,
9652,U,Q,R,T
9653,J,X,,
9654,A,C,D,G
9655,S,R,T,
9656,X,,,
9657,I,J,X,
9658,L,O,P,V
9659,L,O,P,V
9660,K,J,X,
9661,T,,,
9662,T,,,
9663,J,X,,
9664,C,D,G,
9665,V,,,
9666,S,R,T,
9667,V,,,
9668,T,,,
9669,P,V,,
9670,R,T,,
9671,N,O,P,V
9672,J,X,,
9673,Q,R,T,
9674,K,J,X,
9675,U,Q,R,T
9676,M,O,P,V
9677,R,T,,
9678,H,I,J,X
9679,N,O,P,V
9680,M,O,P,V
9681,V,,,
9682,G,,,
9683,M,O,P,V
9684,S,R,T,
9685,I,J,X,
9686,O,P,V,
9687,M,O,P,V
9688,G,,,
9689,B,C,D,G
9690,G,,,
9691,G,,,
9692,N,O,P,V
9693,J,X,,
9694,K,J,X,
9695,F,D,G,
9696,E,F,D,G
9697,P,V,,
9698,Q,R,T,
9699,A,C,D,G
9700,C,D,G,
9701,W,S,R,T
9702,F,D,G,
9703,N,O,P,V
9704,I,J,X,
9705,C,D,G,
9706,W,S,R,T
9707,J,X,,
9708,G,,,
9709,S,R,T,
9710,Q,R,T,
9711,A,C,D,G
9712,B,C,D,G
9713,R,T,,
9714,P,V,,
9715,N,O,P,V
9716,L,O,P,V
9717,O,P,V,
9718,O,P,V,
9719,T,,,
9720,Q,R,T,
9721,D,G,,
9722,E,F,D,G
9723,S,R,T,
9724,M,O,P,V
9725,L,O,P,V
9726,R,T,,
9727,H,I,J,X
9728,U,Q,R,T
9729,I,J,X,
9730,V,,,
9731,V,,,
9732,R,T,,
9733,S,R,T,
9734,P,V,,
9735,C,D,G,
9736,E,F,D,G
9737,P,V,,
9738,F,D,G,
9739,D,G,,
9740,T,,,
9741,D,G,,
9742,G,,,
9743,N,O,P,V
9744,O,P,V,
9745,O,P,V,
9746,S,R,T,
9747,C,D,G,
9748,U,Q,R,T
9749,F,D,G,
9750,O,P,V,
9751,X,,,
9752,F,D,G,
9753,D,G,,
9754,D,G,,
9755,F,D,G,
9756,N,O,P,V
9757,K,J,X,
9758,C,D,G,
9759,G,,,
9760,J,X,,
9761,G,,,
9762,L,O,P,V
9763,P,V,,
9764,M,O,P,V
9765,A,C,D,G
9766,J,X,,
9767,M,O,P,V
9768,L,O,P,V
9769,J,X,,
9770,I,J,X,
9771,F,D,G,
9772,J,X,,
9773,X,,,
9774,J,X,,
9775,J,X,,
9776,R,T,,
9777,I,J,X,
9778,J,X,,
9779,N,O,P,V
9780,X,,,
9781,J,X,,
9782,L,O,P,V
9783,K,J,X,
9784,R,T,,
9785,E,F,D,G
9786,G,,,
9787,V,,,
9788,W,S,R,T
9789,G,,,
9790,C,D,G,
9791,M,O,P,V
9792,W,S,R,T
9793,H,I,J,X
9794,C,D,G,
9795,P,V,,
9796,D,G,,
9797,U,Q,R,T
9798,B,C,D,G
9799,O,P,V,
9800,O,P,V,
9801,J,X,,
9802,C,D,G,
9803,B,C,D,G
9804,C,D,G,
9805,F,D,G,
9806,K,J,X,
9807,D,G,,
9808,A,C,D,G
9809,M,O,P,V
9810,A,C,D,G
9811,L,O,P,V
9812,N,O,P,V
9813,J,X,,
9814,P,V,,
9815,R,T,,
9816,E,F,D,G
9817,S,R,T,
9818,F,D,G,
9819,X,,,
9820,L,O,P,V
9821,C,D,G,
9822,U,Q,R,T
9823,P,V,,
9824,O,P,V,
9825,F,D,G,
9826,Q,R,T,
9827,C,D,G,
9828,P,V,,
9829,E,F,D,G
9830,G,,,
9831,P,V,,
9832,S,R,T,
9833,A,C,D,G
9834,U,Q,R,T
9835,L,O,P,V
9836,C,D,G,
9837,R,T,,
9838,L,O,P,V
9839,Q,R,T,
9840,O,P,V,
9841,E,F,D,G
9842,Q,R,T,
9843,D,G,,
9844,U,Q,R,T
9845,M,O,P,V
9846,D,G,,
9847,N,O,P,V
9848,V,,,
9849,J,X,,
9850,D,G,,
9851,V,,,
9852,L,O,P,V
9853,J,X,,
9854,R,T,,
9855,U,Q,R,T
9856,Q,R,T,
9857,E,F,D,G
9858,D,G,,
9859,C,D,G,
9860,J,X,,
9861,L,O,P,V
9862,W,S,R,T
9863,T,,,
9864,R,T,,
9865,H,I,J,X
9866,L,O,P,V
9867,F,D,G,
9868,F,D,G,
9869,C,D,G,
9870,K,J,X,
9871,A,C,D,G
9872,U,Q,R,T
9873,G,,,
9874,D,G,,
9875,O,P,V,
9876,N,O,P,V
9877,V,,,
9878,O,P,V,
9879,H,I,J,X
9880,H,I,J,X
9881,J,X,,
9882,U,Q,R,T
9883,F,D,G,
9884,B,C,D,G
9885,G,,,
9886,F,D,G,
9887,U,Q,R,T
9888,A,C,D,G
9889,A,C,D,G
9890,N,O,P,V
9891,O,P,V,
9892,M,O,P,V
9893,W,S,R,T
9894,F,D,G,
9895,C,D,G,
9896,N,O,P,V
9897,J,X,,
9898,F,D,G,
9899,K,J,X,
9900,I,J,X,
9901,E,F,D,G
9902,P,V,,
9903,P,V,,
9904,C,D,G,
9905,L,O,P,V
9906,C,D,G,
9907,W,S,R,T
9908,F,D,G,
9909,E,F,D,G
9910,G,,,
9911,L,O,P,V
9912,S,R,T,
9913,S,R,T,
9914,W,S,R,T
9915,L,O,P,V
9916,W,S,R,T
9917,X,,,
9918,I,J,X,
9919,T,,,
9920,K,J,X,
9921,Q,R,T,
9922,B,C,D,G
9923,B,C,D,G
9924,Q,R,T,
9925,X,,,
