,code1,code2,code3,code4
8523,N,O,P,V
8524,A,C,D,G
8525,T,,,
8526,D,G,,
8527,X,,,
8528,G,,,
8529,K,J,X,
8530,K,J,X,
8531,U,Q,R,T
8532,R,T,,
8533,P,V,,
8534,R,T,,
8535,G,,,
8536,O,P,V,
8537,I,J,X,
8538,O,P,V,
8539,R,T,,
8540,A,C,D,G
8541,H,I,J,X
8542,D,G,,
8543,K,J,X,
8544,G,,,
8545,C,D,G,
8546,V,,,
8547,M,O,P,V
8548,E,F,D,G
8549,N,O,P,V
8550,O,P,V,
8551,S,R,T,
8552,B,C,D,G
8553,R,T,,
8554,O,P,V,
8555,I,J,X,
8556,Q,R,T,
8557,I,J,X,
8558,K,J,X,
8559,R,T,,
8560,R,T,,
8561,T,,,
8562,C,D,G,
8563,P,V,,
8564,I,J,X,
8565,B,C,D,G
8566,M,O,P,V
8567,U,Q,R,T
8568,F,D,G,
8569,B,C,D,G
8570,J,X,,
8571,D,G,,
8572,X,,,
8573,E,F,D,G
8574,M,O,P,V
8575,G,,,
8576,Q,R,T,
8577,S,R,T,
8578,N,O,P,V
8579,A,C,D,G
8580,K,J,X,
8581,U,Q,R,T
8582,D,G,,
8583,H,I,J,X
8584,D,G,,
8585,Q,R,T,
8586,R,T,,
8587,D,G,,
8588,G,,,
8589,H,I,J,X
8590,S,R,T,
8591,V,,,
8592,K,J,X,
8593,K,J,X,
8594,C,D,G,
8595,C,D,G,
8596,X,,,
8597,N,O,P,V
8598,J,X,,
8599,F,D,G,
8600,N,O,P,V
8601,T,,,
8602,L,O,P,V
8603,G,,,
8604,D,G,,
8605,O,P,V,
8606,E,F,D,G
8607,F,D,G,
8608,C,D,G,
8609,S,R,T,
8610,H,I,J,X
8611,Q,R,T,
8612,K,J,X,
8613,B,C,D,G
8614,B,C,D,G
8615,M,O,P,V
8616,Q,R,T,
8617,K,J,X,
8618,F,D,G,
8619,I,J,X,
8620,C,D,G,
8621,U,Q,R,T
8622,J,X,,
8623,H,I,J,X
8624,G,,,
8625,H,I,J,X
8626,A,C,D,G
8627,I,J,X,
8628,M,O,P,V
8629,E,F,D,G
8630,L,O,P,V
8631,U,Q,R,T
8632,I,J,X,
8633,O,P,V,
8634,P,V,,
8635,J,X,,
8636,N,O,P,V
8637,W,S,R,T
8638,O,P,V,
8639,A,C,D,G
8640,B,C,D,G
8641,C,D,G,
8642,B,C,D,G
8643,W,S,R,T
8644,U,Q,R,T
8645,T,,,
8646,V,,,
8647,W,S,R,T
8648,H,I,J,X
8649,I,J,X,
8650,L,O,P,V
8651,H,I,J,X
8652,M,O,P,V
8653,D,G,,
8654,K,J,X,
8655,T,,,
8656,E,F,D,G
8657,Q,R,T,
8658,H,I,J,X
8659,G,,,
8660,N,O,P,V
8661,S,R,T,
8662,E,F,D,G
8663,B,C,D,G
8664,J,X,,
8665,Q,R,T,
8666,N,O,P,V
8667,D,G,,
8668,V,,,
8669,K,J,X,
8670,O,P,V,
8671,U,Q,R,T
8672,M,O,P,V
8673,W,S,R,T
8674,O,P,V,
8675,N,O,P,V
8676,V,,,
8677,G,,,
8678,C,D,G,
8679,Q,R,T,
8680,Q,R,T,
8681,S,R,T,
8682,K,J,X,
8683,T,,,
8684,M,O,P,V
8685,D,G,,
8686,J,X,,
8687,W,S,R,T
8688,I,J,X,
8689,H,I,J,X
8690,Q,R,T,
8691,A,C,D,G
8692,M,O,P,V
8693,S,R,T,
8694,R,T,,
8695,B,C,D,G
8696,M,O,P,V
8697,D,G,,
8698,M,O,P,V
8699,R,T,,
8700,L,O,P,V
8701,R,T,,
8702,K,J,X,
8703,M,O,P,V
8704,W,S,R,T
8705,T,,,
8706,G,,,
8707,N,O,P,V
8708,Q,R,T,
8709,V,,,
8710,W,S,R,T
8711,M,O,P,V
8712,W,S,R,T
8713,S,R,T,
8714,M,O,P,V
8715,X,,,
8716,K,J,X,
8717,I,J,X,
8718,B,C,D,G
8719,K,J,X,
8720,J,X,,
8721,H,I,J,X
8722,M,O,P,V
8723,G,,,
8724,F,D,G,
8725,S,R,T,
8726,R,T,,
8727,N,O,P,V
8728,O,P,V,
8729,I,J,X,
8730,O,P,V,
8731,X,,,
8732,P,V,,
8733,K,J,X,
8734,E,F,D,G
8735,F,D,G,
8736,B,C,D,G
8737,F,D,G,
8738,L,O,P,V
8739,G,,,
8740,U,Q,R,T
8741,V,,,
8742,C,D,G,
8743,A,C,D,G
8744,M,O,P,V
8745,B,C,D,G
8746,G,,,
8747,L,O,P,V
8748,R,T,,
8749,I,J,X,
8750,K,J,X,
8751,S,R,T,
8752,X,,,
8753,D,G,,
8754,T,,,
8755,E,F,D,G
8756,P,V,,
8757,N,O,P,V
8758,U,Q,R,T
8759,G,,,
8760,N,O,P,V
8761,M,O,P,V
8762,K,J,X,
8763,S,R,T,
8764,X,,,
8765,U,Q,R,T
8766,B,C,D,G
8767,E,F,D,G
8768,J,X,,
8769,L,O,P,V
8770,F,D,G,
8771,L,O,P,V
8772,P,V,,
8773,G,,,
8774,L,O,P,V
8775,W,S,R,T
8776,O,P,V,
8777,B,C,D,G
8778,L,O,P,V
8779,R,T,,
8780,K,J,X,
8781,L,O,P,V
8782,P,V,,
8783,G,,,
8784,B,C,D,G
8785,I,J,X,
8786,Q,R,T,
8787,C,D,G,
8788,B,C,D,G
8789,I,J,X,
8790,K,J,X,
8791,M,O,P,V
8792,F,D,G,
8793,V,,,
8794,X,,,
8795,W,S,R,T
8796,A,C,D,G
8797,W,S,R,T
8798,M,O,P,V
8799,C,D,G,
8800,D,G,,
8801,H,I,J,X
8802,G,,,
8803,E,F,D,G
8804,K,J,X,
8805,T,,,
8806,S,R,T,
8807,A,C,D,G
8808,C,D,G,
8809,W,S,R,T
8810,L,O,P,V
8811,D,G,,
8812,L,O,P,V
8813,I,J,X,
8814,W,S,R,T
8815,L,O,P,V
8816,A,C,D,G
8817,U,Q,R,T
8818,P,V,,
8819,N,O,P,V
8820,B,C,D,G
8821,X,,,
8822,T,,,
8823,W,S,R,T
8824,C,D,G,
8825,N,O,P,V
8826,T,,,
8827,J,X,,
8828,A,C,D,G
8829,E,F,D,G
8830,G,,,
8831,O,P,V,
8832,R,T,,
8833,A,C,D,G
8834,F,D,G,
8835,C,D,G,
8836,H,I,J,X
8837,S,R,T,
8838,J,X,,
8839,V,,,
8840,H,I,J,X
8841,J,X,,
8842,Q,R,T,
8843,S,R,T,
8844,T,,,
8845,O,P,V,
8846,V,,,
8847,T,,,
8848,K,J,X,
8849,X,,,
8850,X,,,
8851,Q,R,T,
8852,R,T,,
8853,E,F,D,G
8854,R,T,,
8855,S,R,T,
8856,C,D,G,
8857,U,Q,R,T
8858,M,O,P,V
8859,F,D,G,
8860,B,C,D,G
8861,K,J,X,
8862,C,D,G,
8863,X,,,
8864,B,C,D,G
8865,U,Q,R,T
8866,M,O,P,V
8867,B,C,D,G
8868,S,R,T,
8869,B,C,D,G
8870,L,O,P,V
8871,U,Q,R,T
8872,L,O,P,V
8873,X,,,
8874,P,V,,
8875,G,,,
8876,V,,,
8877,S,R,T,
8878,C,D,G,
8879,K,J,X,
8880,M,O,P,V
8881,O,P,V,
8882,Q,R,T,
8883,L,O,P,V
8884,X,,,
8885,P,V,,
8886,T,,,
8887,J,X,,
8888,Q,R,T,
8889,G,,,
8890,F,D,G,
8891,V,,,
8892,T,,,
8893,A,C,D,G
8894,F,D,G,
8895,P,V,,
8896,A,C,D,G
8897,W,S,R,T
8898,P,V,,
8899,A,C,D,G
8900,I,J,X,
8901,A,C,D,G
8902,E,F,D,G
8903,M,O,P,V
8904,V,,,
8905,R,T,,
8906,P,V,,
8907,L,O,P,V
8908,B,C,D,G
8909,F,D,G,
8910,J,X,,
8911,I,J,X,
8912,C,D,G,
8913,R,T,,
8914,V,,,
8915,A,C,D,G
8916,H,I,J,X
8917,R,T,,
8918,K,J,X,
8919,U,Q,R,T
8920,O,P,V,
8921,U,Q,R,T
8922,P,V,,
8923,B,C,D,G
8924,R,T,,
8925,N,O,P,V
8926,X,,,
8927,D,G,,
8928,T,,,
8929,G,,,
8930,E,F,D,G
8931,Q,R,T,
8932,L,O,P,V
8933,O,P,V,
8934,T,,,
8935,G,,,
8936,J,X,,
8937,N,O,P,V
8938,D,G,,
8939,X,,,
8940,A,C,D,G
8941,F,D,G,
8942,R,T,,
8943,V,,,
8944,C,D,G,
8945,V,,,
8946,K,J,X,
8947,T,,,
8948,W,S,R,T
8949,X,,,
8950,W,S,R,T
8951,C,D,G,
8952,C,D,G,
8953,G,,,
8954,P,V,,
8955,S,R,T,
8956,P,V,,
8957,V,,,
8958,O,P,V,
8959,C,D,G,
8960,O,P,V,
8961,R,T,,
8962,P,V,,
8963,E,F,D,G
8964,J,X,,
8965,E,F,D,G
8966,H,I,J,X
8967,V,,,
8968,I,J,X,
8969,E,F,D,G
8970,U,Q,R,T
8971,D,G,,
8972,H,I,J,X
8973,S,R,T,
8974,M,O,P,V
8975,A,C,D,G
8976,F,D,G,
8977,S,R,T,
8978,G,,,
8979,C,D,G,
8980,P,V,,
8981,N,O,P,V
8982,J,X,,
8983,H,I,J,X
8984,H,I,J,X
8985,P,V,,
8986,R,T,,
8987,O,P,V,
8988,Q,R,T,
8989,M,O,P,V
8990,O,P,V,
8991,G,,,
8992,J,X,,
8993,W,S,R,T
8994,W,S,R,T
8995,J,X,,
8996,D,G,,
8997,C,D,G,
8998,O,P,V,
8999,R,T,,
9000,E,F,D,G
9001,F,D,G,
9002,R,T,,
9003,I,J,X,
9004,S,R,T,
9005,E,F,D,G
9006,W,S,R,T
9007,J,X,,
9008,X,,,
9009,L,O,P,V
9010,E,F,D,G
9011,O,P,V,
9012,D,G,,
9013,V,,,
9014,T,,,
9015,L,O,P,V
9016,Q,R,T,
9017,D,G,,
9018,U,Q,R,T
9019,A,C,D,G
9020,N,O,P,V
9021,F,D,G,
9022,W,S,R,T
9023,H,I,J,X
9024,S,R,T,
9025,J,X,,
9026,E,F,D,G
9027,S,R,T,
9028,R,T,,
9029,X,,,
9030,P,V,,
9031,G,,,
9032,U,Q,R,T
9033,P,V,,
9034,B,C,D,G
9035,O,P,V,
9036,T,,,
9037,J,X,,
9038,B,C,D,G
9039,W,S,R,T
9040,I,J,X,
9041,G,,,
9042,R,T,,
9043,B,C,D,G
9044,R,T,,
9045,H,I,J,X
9046,A,C,D,G
9047,O,P,V,
9048,T,,,
9049,J,X,,
9050,S,R,T,
9051,W,S,R,T
9052,I,J,X,
9053,M,O,P,V
9054,M,O,P,V
9055,H,I,J,X
9056,S,R,T,
9057,L,O,P,V
9058,A,C,D,G
9059,Q,R,T,
9060,U,Q,R,T
9061,M,O,P,V
9062,I,J,X,
9063,K,J,X,
9064,R,T,,
9065,P,V,,
9066,J,X,,
9067,X,,,
9068,D,G,,
9069,R,T,,
9070,V,,,
9071,I,J,X,
9072,U,Q,R,T
9073,H,I,J,X
9074,M,O,P,V
9075,F,D,G,
9076,R,T,,
9077,K,J,X,
9078,L,O,P,V
9079,C,D,G,
9080,E,F,D,G
9081,V,,,
9082,I,J,X,
9083,N,O,P,V
9084,K,J,X,
9085,F,D,G,
9086,H,I,J,X
9087,K,J,X,
9088,B,C,D,G
9089,O,P,V,
9090,N,O,P,V
9091,R,T,,
9092,P,V,,
9093,S,R,T,
9094,U,Q,R,T
9095,T,,,
9096,R,T,,
9097,W,S,R,T
9098,R,T,,
9099,W,S,R,T
9100,M,O,P,V
9101,T,,,
9102,G,,,
9103,S,R,T,
9104,H,I,J,X
9105,S,R,T,
9106,F,D,G,
9107,V,,,
9108,R,T,,
9109,O,P,V,
9110,I,J,X,
9111,R,T,,
9112,S,R,T,
9113,O,P,V,
9114,L,O,P,V
9115,H,I,J,X
9116,X,,,
9117,V,,,
9118,N,O,P,V
9119,I,J,X,
9120,S,R,T,
9121,M,O,P,V
9122,R,T,,
9123,M,O,P,V
9124,N,O,P,V
9125,E,F,D,G
9126,A,C,D,G
9127,G,,,
9128,F,D,G,
9129,L,O,P,V
9130,E,F,D,G
9131,S,R,T,
9132,N,O,P,V
9133,T,,,
9134,I,J,X,
9135,L,O,P,V
9136,Q,R,T,
9137,G,,,
9138,A,C,D,G
9139,E,F,D,G
9140,I,J,X,
9141,K,J,X,
9142,L,O,P,V
9143,V,,,
9144,H,I,J,X
9145,A,C,D,G
9146,I,J,X,
9147,H,I,J,X
9148,I,J,X,
9149,W,S,R,T
9150,G,,,
9151,C,D,G,
9152,F,D,G,
9153,O,P,V,
9154,O,P,V,
9155,O,P,V,
9156,W,S,R,T
9157,T,,,
9158,H,I,J,X
9159,C,D,G,
9160,J,X,,
9161,F,D,G,
9162,S,R,T,
9163,C,D,G,
9164,D,G,,
9165,U,Q,R,T
9166,B,C,D,G
9167,N,O,P,V
9168,K,J,X,
9169,W,S,R,T
9170,Q,R,T,
9171,F,D,G,
9172,P,V,,
9173,D,G,,
9174,J,X,,
9175,H,I,J,X
9176,V,,,
9177,C,D,G,
9178,O,P,V,
9179,M,O,P,V
9180,Q,R,T,
9181,T,,,
9182,X,,,
9183,V,,,
9184,U,Q,R,T
9185,O,P,V,
9186,O,P,V,
9187,E,F,D,G
9188,K,J,X,
9189,H,I,J,X
9190,E,F,D,G
9191,W,S,R,T
9192,J,X,,
9193,H,I,J,X
9194,Q,R,T,
9195,N,O,P,V
9196,E,F,D,G
9197,M,O,P,V
9198,C,D,G,
9199,D,G,,
9200,K,J,X,
9201,K,J,X,
9202,E,F,D,G
9203,W,S,R,T
9204,L,O,P,V
9205,U,Q,R,T
9206,K,J,X,
9207,R,T,,
9208,L,O,P,V
9209,Q,R,T,
9210,R,T,,
9211,S,R,T,
9212,V,,,
9213,T,,,
9214,L,O,P,V
9215,X,,,
9216,X,,,
9217,T,,,
9218,C,D,G,
9219,C,D,G,
9220,U,Q,R,T
9221,R,T,,
9222,X,,,
9223,R,T,,
9224,T,,,
9225,I,J,X,
9226,C,D,G,
9227,P,V,,
9228,U,Q,R,T
9229,B,C,D,G
9230,U,Q,R,T
9231,R,T,,
9232,P,V,,
9233,L,O,P,V
9234,F,D,G,
9235,J,X,,
9236,M,O,P,V
9237,A,C,D,G
9238,F,D,G,
9239,F,D,G,
9240,U,Q,R,T
9241,H,I,J,X
9242,V,,,
9243,C,D,G,
9244,X,,,
9245,X,,,
9246,K,J,X,
9247,G,,,
9248,X,,,
9249,N,O,P,V
9250,P,V,,
9251,B,C,D,G
9252,E,F,D,G
9253,J,X,,
9254,J,X,,
9255,I,J,X,
9256,C,D,G,
9257,A,C,D,G
9258,F,D,G,
9259,P,V,,
9260,X,,,
9261,K,J,X,
9262,R,T,,
9263,B,C,D,G
9264,B,C,D,G
9265,B,C,D,G
9266,I,J,X,
9267,R,T,,
9268,N,O,P,V
9269,X,,,
9270,W,S,R,T
9271,M,O,P,V
9272,K,J,X,
9273,M,O,P,V
9274,A,C,D,G
9275,P,V,,
9276,Q,R,T,
9277,Q,R,T,
9278,T,,,
9279,F,D,G,
9280,R,T,,
9281,U,Q,R,T
9282,I,J,X,
9283,I,J,X,
9284,P,V,,
9285,F,D,G,
9286,S,R,T,
9287,Q,R,T,
9288,A,C,D,G
9289,V,,,
9290,N,O,P,V
9291,X,,,
9292,P,V,,
9293,U,Q,R,T
9294,K,J,X,
9295,D,G,,
9296,W,S,R,T
9297,C,D,G,
9298,J,X,,
9299,S,R,T,
9300,A,C,D,G
9301,P,V,,
9302,K,J,X,
9303,V,,,
9304,N,O,P,V
9305,P,V,,
9306,P,V,,
9307,A,C,D,G
9308,D,G,,
9309,G,,,
9310,I,J,X,
9311,Q,R,T,
9312,U,Q,R,T
9313,A,C,D,G
9314,I,J,X,
9315,S,R,T,
9316,K,J,X,
9317,J,X,,
9318,S,R,T,
9319,H,I,J,X
9320,Q,R,T,
9321,G,,,
9322,M,O,P,V
9323,B,C,D,G
9324,F,D,G,
9325,P,V,,
9326,E,F,D,G
9327,T,,,
9328,S,R,T,
9329,G,,,
9330,U,Q,R,T
9331,X,,,
9332,L,O,P,V
9333,U,Q,R,T
9334,L,O,P,V
9335,N,O,P,V
9336,B,C,D,G
9337,U,Q,R,T
9338,G,,,
9339,J,X,,
9340,X,,,
9341,G,,,
9342,K,J,X,
9343,K,J,X,
9344,B,C,D,G
9345,X,,,
9346,C,D,G,
9347,O,P,V,
9348,D,G,,
9349,H,I,J,X
9350,N,O,P,V
9351,B,C,D,G
9352,U,Q,R,T
9353,E,F,D,G
9354,X,,,
9355,U,Q,R,T
9356,V,,,
9357,X,,,
9358,C,D,G,
9359,C,D,G,
9360,T,,,
9361,A,C,D,G
9362,W,S,R,T
9363,M,O,P,V
9364,O,P,V,
9365,Q,R,T,
9366,I,J,X,
9367,L,O,P,V
9368,H,I,J,X
9369,X,,,
9370,F,D,G,
9371,L,O,P,V
9372,G,,,
9373,B,C,D,G
9374,I,J,X,
9375,B,C,D,G
9376,D,G,,
9377,A,C,D,G
9378,V,,,
9379,E,F,D,G
9380,X,,,
9381,U,Q,R,T
9382,N,O,P,V
9383,Q,R,T,
9384,B,C,D,G
9385,S,R,T,
9386,L,O,P,V
9387,X,,,
9388,F,D,G,
9389,X,,,
9390,S,R,T,
9391,U,Q,R,T
9392,A,C,D,G
9393,F,D,G,
9394,P,V,,
9395,G,,,
9396,X,,,
9397,V,,,
9398,G,,,
9399,S,R,T,
9400,C,D,G,
9401,M,O,P,V
9402,O,P,V,
9403,X,,,
9404,N,O,P,V
9405,B,C,D,G
9406,P,V,,
9407,K,J,X,
9408,F,D,G,
9409,O,P,V,
9410,K,J,X,
9411,M,O,P,V
9412,P,V,,
9413,F,D,G,
9414,K,J,X,
9415,V,,,
9416,K,J,X,
9417,I,J,X,
9418,B,C,D,G
9419,P,V,,
9420,X,,,
9421,J,X,,
9422,O,P,V,
9423,M,O,P,V
9424,R,T,,
9425,V,,,
9426,B,C,D,G
9427,C,D,G,
9428,C,D,G,
9429,I,J,X,
9430,S,R,T,
9431,C,D,G,
9432,Q,R,T,
9433,P,V,,
9434,T,,,
9435,K,J,X,
9436,V,,,
9437,S,R,T,
9438,J,X,,
9439,T,,,
9440,D,G,,
9441,W,S,R,T
9442,S,R,T,
9443,B,C,D,G
9444,X,,,
9445,A,C,D,G
9446,D,G,,
9447,S,R,T,
9448,T,,,
9449,X,,,
9450,V,,,
9451,F,D,G,
9452,M,O,P,V
9453,N,O,P,V
9454,Q,R,T,
9455,H,I,J,X
9456,D,G,,
9457,A,C,D,G
9458,Q,R,T,
9459,H,I,J,X
9460,X,,,
9461,X,,,
9462,E,F,D,G
9463,B,C,D,G
9464,R,T,,
9465,V,,,
9466,D,G,,
9467,N,O,P,V
9468,K,J,X,
9469,N,O,P,V
9470,C,D,G,
9471,E,F,D,G
9472,H,I,J,X
9473,D,G,,
9474,X,,,
9475,V,,,
9476,P,V,,
9477,K,J,X,
9478,M,O,P,V
9479,E,F,D,G
9480,B,C,D,G
9481,G,,,
9482,W,S,R,T
9483,R,T,,
9484,L,O,P,V
9485,X,,,
9486,F,D,G,
9487,X,,,
9488,L,O,P,V
9489,V,,,
9490,J,X,,
9491,V,,,
9492,H,I,J,X
9493,M,O,P,V
9494,B,C,D,G
9495,F,D,G,
9496,U,Q,R,T
9497,O,P,V,
9498,D,G,,
9499,C,D,G,
9500,K,J,X,
9501,O,P,V,
9502,J,X,,
9503,V,,,
9504,R,T,,
9505,X,,,
9506,I,J,X,
9507,B,C,D,G
9508,S,R,T,
9509,M,O,P,V
9510,R,T,,
9511,N,O,P,V
9512,U,Q,R,T
9513,E,F,D,G
9514,I,J,X,
9515,U,Q,R,T
9516,C,D,G,
9517,E,F,D,G
9518,J,X,,
9519,J,X,,
9520,M,O,P,V
9521,E,F,D,G
9522,I,J,X,
9523,G,,,
9524,L,O,P,V
9525,X,,,
9526,W,S,R,T
9527,A,C,D,G
9528,N,O,P,V
9529,R,T,,
9530,W,S,R,T
9531,O,P,V,
9532,K,J,X,
9533,N,O,P,V
9534,J,X,,
9535,G,,,
9536,L,O,P,V
9537,G,,,
9538,N,O,P,V
9539,G,,,
9540,G,,,
9541,W,S,R,T
9542,B,C,D,G
9543,C,D,G,
9544,C,D,G,
9545,V,,,
9546,P,V,,
9547,O,P,V,
9548,Q,R,T,
9549,S,R,T,
9550,I,J,X,
9551,W,S,R,T
9552,S,R,T,
9553,G,,,
9554,O,P,V,
9555,C,D,G,
9556,P,V,,
9557,F,D,G,
9558,T,,,
9559,F,D,G,
9560,X,,,
9561,H,I,J,X
9562,C,D,G,
9563,G,,,
9564,S,R,T,
9565,F,D,G,
9566,H,I,J,X
9567,N,O,P,V
9568,D,G,,
9569,P,V,,
9570,N,O,P,V
9571,O,P,V,
9572,S,R,T,
9573,R,T,,
9574,M,O,P,V
9575,Q,R,T,
9576,N,O,P,V
9577,B,C,D,G
9578,V,,,
9579,I,J,X,
9580,F,D,G,
9581,Q,R,T,
9582,P,V,,
9583,L,O,P,V
9584,E,F,D,G
9585,D,G,,
9586,K,J,X,
9587,W,S,R,T
9588,Q,R,T,
9589,T,,,
9590,O,P,V,
9591,X,,,
9592,Q,R,T,
9593,G,,,
9594,H,I,J,X
9595,W,S,R,T
9596,E,F,D,G
9597,J,X,,
9598,J,X,,
9599,G,,,
9600,L,O,P,V
9601,L,O,P,V
9602,C,D,G,
9603,P,V,,
9604,J,X,,
9605,Q,R,T,
9606,C,D,G,
9607,E,F,D,G
9608,W,S,R,T
9609,U,Q,R,T
9610,K,J,X,
9611,I,J,X,
9612,J,X,,
9613,L,O,P,V
9614,K,J,X,
9615,B,C,D,G
9616,Q,R,T,
9617,R,T,,
9618,G,,,
9619,T,,,
9620,O,P,V,
9621,V,,,
9622,B,C,D,G
9623,C,D,G,
9624,T,,,
9625,K,J,X,
9626,W,S,R,T
9627,E,F,D,G
9628,F,D,G,
9629,O,P,V,
9630,T,,,
9631,N,O,P,V
9632,G,,,
9633,J,X,,
9634,R,T,,
9635,J,X,,
9636,P,V,,
9637,F,D,G,
9638,W,S,R,T
9639,U,Q,R,T
9640,T,,,
9641,F,D,G,
9642,V,,,
9643,V,,,
9644,P,V,,
9645,N,O,P,V
9646,I,J,X,
9647,N,O,P,V
9648,B,C,D,G
9649,J,X,,
9650,X,,,
9651,S,R,T,
9652,U,Q,R,T
9653,S,R,T,
9654,L,O,P,V
9655,F,D,G,
9656,R,T,,
9657,E,F,D,G
9658,D,G,,
9659,V,,,
9660,B,C,D,G
9661,A,C,D,G
9662,D,G,,
9663,I,J,X,
9664,M,O,P,V
9665,E,F,D,G
9666,T,,,
9667,S,R,T,
9668,J,X,,
9669,F,D,G,
9670,A,C,D,G
9671,O,P,V,
9672,R,T,,
9673,M,O,P,V
9674,B,C,D,G
9675,L,O,P,V
9676,O,P,V,
9677,Q,R,T,
9678,J,X,,
9679,K,J,X,
9680,M,O,P,V
9681,B,C,D,G
9682,C,D,G,
9683,U,Q,R,T
9684,H,I,J,X
9685,V,,,
9686,U,Q,R,T
9687,V,,,
9688,A,C,D,G
9689,Q,R,T,
9690,B,C,D,G
9691,C,D,G,
9692,P,V,,
9693,V,,,
9694,Q,R,T,
9695,W,S,R,T
9696,W,S,R,T
9697,J,X,,
9698,A,C,D,G
9699,P,V,,
9700,U,Q,R,T
9701,O,P,V,
9702,X,,,
9703,S,R,T,
9704,Q,R,T,
9705,X,,,
9706,V,,,
9707,D,G,,
9708,C,D,G,
9709,C,D,G,
9710,M,O,P,V
9711,D,G,,
9712,O,P,V,
9713,J,X,,
9714,U,Q,R,T
9715,J,X,,
9716,X,,,
9717,T,,,
9718,T,,,
9719,K,J,X,
9720,F,D,G,
9721,S,R,T,
9722,D,G,,
9723,V,,,
9724,P,V,,
9725,M,O,P,V
9726,J,X,,
9727,X,,,
9728,F,D,G,
9729,L,O,P,V
9730,J,X,,
9731,H,I,J,X
9732,P,V,,
9733,W,S,R,T
9734,C,D,G,
9735,J,X,,
9736,R,T,,
9737,E,F,D,G
9738,C,D,G,
9739,S,R,T,
9740,L,O,P,V
9741,P,V,,
9742,H,I,J,X
9743,Q,R,T,
9744,G,,,
9745,K,J,X,
9746,F,D,G,
9747,Q,R,T,
9748,X,,,
9749,C,D,G,
9750,E,F,D,G
9751,J,X,,
9752,H,I,J,X
9753,S,R,T,
9754,U,Q,R,T
9755,V,,,
9756,B,C,D,G
9757,J,X,,
9758,E,F,D,G
9759,X,,,
9760,Q,R,T,
9761,L,O,P,V
9762,N,O,P,V
9763,M,O,P,V
9764,N,O,P,V
9765,M,O,P,V
9766,L,O,P,V
9767,B,C,D,G
9768,R,T,,
9769,B,C,D,G
9770,A,C,D,G
9771,B,C,D,G
9772,V,,,
9773,D,G,,
9774,S,R,T,
9775,N,O,P,V
9776,P,V,,
9777,H,I,J,X
9778,W,S,R,T
9779,S,R,T,
9780,B,C,D,G
9781,N,O,P,V
9782,G,,,
9783,H,I,J,X
9784,S,R,T,
9785,A,C,D,G
9786,J,X,,
9787,R,T,,
9788,W,S,R,T
9789,B,C,D,G
9790,W,S,R,T
9791,Q,R,T,
9792,X,,,
9793,F,D,G,
9794,O,P,V,
9795,N,O,P,V
9796,B,C,D,G
9797,M,O,P,V
9798,U,Q,R,T
9799,M,O,P,V
9800,U,Q,R,T
9801,B,C,D,G
9802,J,X,,
9803,F,D,G,
9804,Q,R,T,
9805,W,S,R,T
9806,C,D,G,
9807,I,J,X,
9808,M,O,P,V
9809,O,P,V,
9810,J,X,,
9811,G,,,
9812,V,,,
9813,B,C,D,G
9814,N,O,P,V
9815,E,F,D,G
9816,N,O,P,V
9817,R,T,,
9818,C,D,G,
9819,W,S,R,T
9820,G,,,
9821,T,,,
9822,U,Q,R,T
9823,K,J,X,
9824,M,O,P,V
9825,P,V,,
9826,Q,R,T,
9827,A,C,D,G
9828,U,Q,R,T
9829,K,J,X,
9830,U,Q,R,T
9831,N,O,P,V
9832,U,Q,R,T
9833,R,T,,
9834,M,O,P,V
9835,O,P,V,
9836,H,I,J,X
9837,Q,R,T,
9838,M,O,P,V
9839,K,J,X,
9840,I,J,X,
9841,W,S,R,T
9842,F,D,G,
9843,L,O,P,V
9844,K,J,X,
9845,L,O,P,V
9846,R,T,,
9847,A,C,D,G
9848,L,O,P,V
9849,G,,,
9850,V,,,
9851,G,,,
9852,P,V,,
9853,I,J,X,
9854,O,P,V,
9855,O,P,V,
9856,W,S,R,T
9857,I,J,X,
9858,T,,,
9859,P,V,,
9860,F,D,G,
9861,N,O,P,V
9862,O,P,V,
9863,O,P,V,
9864,J,X,,
9865,A,C,D,G
9866,P,V,,
9867,Q,R,T,
9868,J,X,,
9869,N,O,P,V
9870,U,Q,R,T
9871,T,,,
9872,X,,,
9873,K,J,X,
9874,B,C,D,G
9875,G,,,
9876,G,,,
9877,W,S,R,T
9878,G,,,
9879,U,Q,R,T
9880,L,O,P,V
9881,P,V,,
9882,L,O,P,V
9883,U,Q,R,T
9884,Q,R,T,
9885,E,F,D,G
9886,E,F,D,G
9887,V,,,
9888,K,J,X,
9889,K,J,X,
9890,B,C,D,G
9891,N,O,P,V
9892,Q,R,T,
9893,C,D,G,
9894,L,O,P,V
9895,V,,,
9896,E,F,D,G
9897,X,,,
9898,E,F,D,G
9899,Q,R,T,
9900,R,T,,
9901,K,J,X,
9902,J,X,,
9903,I,J,X,
9904,T,,,
9905,K,J,X,
9906,S,R,T,
9907,T,,,
9908,O,P,V,
9909,T,,,
9910,J,X,,
9911,R,T,,
9912,V,,,
9913,F,D,G,
9914,T,,,
9915,K,J,X,
9916,X,,,
9917,R,T,,
9918,U,Q,R,T
9919,X,,,
9920,H,I,J,X
9921,I,J,X,
9922,E,F,D,G
9923,W,S,R,T
9924,K,J,X,
9925,G,,,
9926,E,F,D,G
9927,E,F,D,G
9928,R,T,,
